,CustomerID,Amount,Frequency,Recency,Cluster_Id
178,12571.0,519.61,34,39,0
179,12572.0,1020.42,60,8,0
180,12573.0,160.54000000000002,28,226,1
181,12574.0,218.45,11,315,1
182,12576.0,1315.83,88,35,0
183,12577.0,657.8,147,34,0
184,12578.0,2794.51,114,20,0
185,12579.0,440.42,29,77,0
186,12580.0,415.7,24,246,1
187,12581.0,197.71,15,39,0
188,12582.0,511.36,22,238,1
189,12583.0,7281.38,247,2,0
190,12584.0,2338.15,96,3,0
191,12585.0,2040.1,87,233,1
192,12586.0,196.94000000000003,11,16,0
193,12587.0,144.0,4,7,0
194,12588.0,214.89999999999998,10,38,0
195,12589.0,646.68,35,28,0
196,12590.0,9864.26,68,210,1
197,12591.0,452.84999999999997,26,316,1
198,12592.0,437.6,18,91,0
199,12593.0,418.09999999999997,21,108,0
200,12594.0,3338.2200000000003,118,37,0
201,12596.0,618.27,27,50,0
202,12597.0,3811.22,206,18,0
203,12598.0,3023.08,132,9,0
204,12599.0,1032.58,62,28,0
205,12600.0,2599.04,64,28,0
206,12601.0,577.0600000000001,28,189,1
207,12602.0,153.12,12,58,0
208,12603.0,739.1999999999999,2,21,0
209,12604.0,254.18,16,78,0
210,12607.0,1579.51,101,59,0
211,12609.0,1126.85,60,77,0
212,12610.0,2099.54,106,22,0
213,12611.0,1193.32,65,51,0
214,12612.0,704.0400000000001,19,73,0
215,12613.0,3344.38,153,56,0
216,12614.0,315.6,20,277,1
217,12615.0,2291.19,105,1,0
218,12616.0,713.3,32,94,0
219,12617.0,355.53,42,28,0
220,12618.0,177.31,11,21,0
221,12619.0,3641.24,90,15,0
222,12620.0,1339.41,92,14,0
223,12621.0,13689.67,467,1,0
224,12622.0,180.1,11,231,1
225,12623.0,305.1,18,275,1
226,12624.0,641.13,38,105,0
227,12625.0,2683.82,86,211,1
228,12626.0,6620.48,294,22,0
229,12627.0,4478.53,230,10,0
230,12628.0,786.46,41,3,0
231,12630.0,1270.88,64,9,0
232,12631.0,640.5,31,56,0
233,12633.0,2163.98,101,58,0
234,12635.0,1689.18,101,89,0
235,12637.0,6021.9,390,66,0
236,12638.0,671.69,39,32,0
237,12639.0,486.1,22,238,1
238,12640.0,1174.58,53,23,0
239,12641.0,185.9,10,114,0
240,12642.0,1013.26,47,24,0
241,12643.0,3344.64,24,127,0
242,12644.0,477.91,31,129,0
243,12645.0,1775.18,73,33,0
244,12646.0,1346.97,45,4,0
245,12647.0,3722.82,121,21,0
246,12648.0,318.05,21,154,1
247,12649.0,623.51,31,106,0
248,12650.0,314.44,20,2,0
249,12651.0,114.0,9,334,1
250,12652.0,919.98,48,330,1
251,12653.0,2209.85,43,148,1
252,12654.0,601.98,38,10,0
253,12656.0,4051.17,126,16,0
254,12657.0,1643.18,47,10,0
255,12658.0,686.05,36,18,0
256,12659.0,91.68,5,29,0
257,12660.0,245.1,13,10,0
258,12662.0,3849.78,230,0,0
259,12664.0,4881.88,37,7,0
260,12665.0,63.0,3,324,1
261,12667.0,620.13,33,57,0
262,12668.0,3807.15,161,11,0
263,12669.0,2744.0299999999997,101,150,1
264,12670.0,2996.05,92,9,0
265,12672.0,225.89999999999998,10,329,1
266,12673.0,610.52,42,4,0
267,12674.0,1970.6,83,38,0
268,12676.0,1331.39,45,24,0
269,12678.0,17628.46,165,41,0
270,12679.0,1113.02,48,58,0
271,12680.0,862.81,52,0,0
272,12681.0,13787.54,638,14,0
273,12682.0,12288.22,525,3,0
274,12683.0,8476.57,344,3,0
275,12684.0,2283.63,105,7,0
276,12685.0,2863.08,157,27,0
277,12686.0,89.14,7,371,1
278,12688.0,4873.8099999999995,171,113,0
279,12689.0,1247.61,72,25,0
280,12690.0,389.01,16,205,1
281,12691.0,1035.8,32,27,0
282,12693.0,855.91,39,126,0
283,12694.0,869.67,37,69,0
284,12695.0,582.1,27,6,0
285,12697.0,957.59,41,28,0
286,12700.0,4939.99,268,7,0
287,12701.0,797.71,53,79,0
288,12702.0,219.0,12,19,0
289,12703.0,283.55,21,70,0
290,12704.0,2340.84,88,6,0
291,12705.0,6868.29,334,14,0
292,12707.0,603.42,33,291,1
293,12708.0,2712.91,157,29,0
294,12709.0,9736.52,208,14,0
295,12710.0,1149.02,77,96,0
296,12712.0,4396.13,133,28,0
297,12713.0,848.55,38,0,0
298,12714.0,4708.86,259,8,0
299,12715.0,353.86,21,105,0
300,12716.0,1053.49,69,3,0
301,12717.0,1030.98,55,150,1
302,12718.0,238.25,19,70,0
303,12719.0,644.95,39,4,0
304,12720.0,5781.73,354,2,0
305,12721.0,2656.13,161,31,0
306,12722.0,997.63,53,84,0
307,12723.0,725.07,69,3,0
308,12724.0,1031.41,53,4,0
309,12725.0,427.8,24,370,1
310,12726.0,2609.1,124,27,0
311,12727.0,3980.7,139,10,0
312,12728.0,836.33,46,70,0
313,12729.0,453.01,26,113,0
314,12731.0,18895.91,274,23,0
315,12732.0,236.26000000000002,12,179,1
316,12733.0,383.95,22,233,1
317,12734.0,110.39999999999999,4,352,1
318,12735.0,779.5699999999999,43,314,1
319,12736.0,234.0,4,332,1
320,12738.0,155.35,11,371,1
321,12739.0,1013.04,38,77,0
322,12740.0,427.6,27,63,0
323,12743.0,546.43,134,133,0
324,12744.0,21279.29,222,51,0
325,12747.0,4196.01,103,1,0
326,12748.0,33719.73,4595,0,2
327,12749.0,4090.88,199,3,0
328,12750.0,275.88,15,128,0
329,12752.0,4366.78,53,80,0
330,12753.0,21429.39,197,22,0
331,12754.0,3010.74,63,235,1
332,12755.0,3811.95,4,280,1
333,12756.0,112.07999999999998,4,86,0
334,12757.0,7857.1,371,15,0
335,12758.0,2791.59,97,116,0
336,12759.0,1531.44,95,51,0
337,12762.0,1898.52,69,7,0
338,12763.0,494.08,18,137,0
339,12764.0,1693.88,45,316,1
340,12766.0,6989.63,310,3,0
341,12769.0,1143.6,32,238,1
342,12770.0,1351.45,12,210,1
343,12772.0,892.47,55,59,0
344,12775.0,1386.04,66,16,0
345,12778.0,822.23,50,19,0
346,12779.0,3981.36,149,37,0
347,12781.0,826.74,25,63,0
348,12782.0,2330.92,103,4,0
349,12783.0,2225.91,84,1,0
350,12784.0,574.42,59,8,0
351,12785.0,311.95,14,363,1
352,12787.0,463.66,20,9,0
353,12789.0,91.85,4,64,0
354,12790.0,324.92,21,191,1
355,12791.0,192.60000000000002,2,373,1
356,12792.0,400.53999999999996,25,256,1
357,12793.0,545.48,24,334,1
358,12794.0,860.41,45,52,0
359,12795.0,430.48,14,18,0
360,12797.0,254.03,13,365,1
361,12798.0,6977.04,8,9,0
362,12802.0,427.58,25,186,1
363,12808.0,483.65000000000003,28,36,0
364,12809.0,489.31,25,177,1
365,12811.0,514.85,31,260,1
366,12812.0,229.64000000000001,15,44,0
367,12814.0,125.92,2,101,0
368,12815.0,1063.46,47,147,1
369,12816.0,572.2,29,95,0
370,12817.0,166.04,4,280,1
371,12818.0,1542.08,14,261,1
372,12820.0,942.34,59,2,0
373,12821.0,92.72,6,213,1
374,12822.0,948.88,46,70,0
375,12823.0,1759.5,5,74,0
376,12824.0,397.12,25,59,0
377,12826.0,1474.72,91,2,0
378,12827.0,430.15000000000003,25,5,0
379,12828.0,1018.71,56,2,0
380,12829.0,293.0,11,336,1
381,12830.0,6814.64,38,37,0
382,12831.0,215.05,9,261,1
383,12832.0,383.03,27,31,0
384,12833.0,417.38,24,144,1
385,12834.0,312.38,18,282,1
386,12836.0,2612.86,175,58,0
387,12837.0,134.1,12,172,1
388,12838.0,683.13,123,33,0
389,12839.0,5591.42,314,2,0
390,12840.0,2726.77,113,143,0
391,12841.0,4022.35,420,4,0
392,12842.0,1118.99,34,69,0
393,12843.0,1702.26,103,65,0
394,12844.0,325.96000000000004,52,28,0
395,12845.0,354.09,27,266,1
396,12847.0,871.54,91,21,0
397,12849.0,1050.8899999999999,51,30,0
398,12851.0,135.18,50,96,0
399,12852.0,311.55,17,294,1
400,12853.0,1957.1000000000001,78,134,0
401,12854.0,1324.5,110,78,0
402,12855.0,38.1,3,372,1
403,12856.0,2179.93,314,7,0
404,12857.0,1106.4,46,210,1
405,12863.0,521.2,5,51,0
406,12864.0,147.12,3,137,0
407,12865.0,1568.23,95,25,0
408,12866.0,559.12,26,282,1
409,12867.0,4036.82,538,25,0
410,12868.0,1607.0600000000002,107,185,1
411,12871.0,380.64,11,83,0
412,12872.0,599.97,66,326,1
413,12873.0,374.0,4,281,1
414,12875.0,343.2300000000001,2,142,1
415,12876.0,2218.02,85,57,0
416,12877.0,1535.77,154,3,0
417,12878.0,854.99,47,235,1
418,12879.0,573.22,10,44,0
419,12881.0,298.0,7,275,1
420,12882.0,1463.04,13,8,0
421,12883.0,703.47,42,24,0
422,12884.0,309.05,7,87,0
423,12885.0,1175.22,71,62,0
424,12886.0,1378.4,82,67,0
425,12888.0,354.12,5,213,1
426,12890.0,380.46999999999997,82,23,0
427,12891.0,331.0,3,185,1
428,12893.0,188.14,34,30,0
429,12895.0,372.8,22,41,0
430,12897.0,216.5,4,204,1
431,12901.0,17654.54,116,8,0
432,12902.0,138.68,10,264,1
433,12904.0,509.58,72,17,0
434,12906.0,2919.81,63,11,0
435,12908.0,750.0,2,175,1
436,12909.0,2178.67,91,39,0
437,12910.0,3075.04,75,22,0
438,12912.0,1662.3,24,2,0
439,12913.0,2483.63,50,4,0
440,12915.0,363.65,22,148,1
441,12916.0,3006.15,107,138,0
442,12917.0,594.0,2,127,0
443,12919.0,1335.19,50,7,0
444,12920.0,164.23,28,16,0
445,12921.0,16587.09,720,8,0
446,12922.0,405.38,28,160,1
447,12923.0,176.97,29,63,0
448,12924.0,933.7,30,87,0
449,12925.0,694.05,45,4,0
450,12928.0,2062.7000000000003,84,34,0
451,12929.0,117.85,8,311,1
452,12930.0,415.8,25,77,0
453,12931.0,42055.96,82,21,0
454,12933.0,607.53,106,23,0
455,12935.0,2160.7,129,1,0
456,12936.0,1063.9,62,16,0
457,12937.0,1504.27,120,14,0
458,12938.0,114.14,9,25,0
459,12939.0,11581.8,47,63,0
460,12940.0,913.54,99,54,0
461,12942.0,683.9,75,130,0
462,12944.0,604.51,30,35,0
463,12945.0,462.95,23,287,1
464,12947.0,1603.99,97,143,0
465,12948.0,2064.95,116,15,0
466,12949.0,4167.22,215,30,0
467,12950.0,1843.0,23,1,0
468,12951.0,1064.07,63,8,0
469,12952.0,1387.79,79,5,0
470,12953.0,329.85,17,9,0
471,12955.0,4757.16,180,0,0
472,12956.0,108.07,19,305,1
473,12957.0,4017.54,238,9,0
474,12962.0,266.39,16,6,0
475,12963.0,1856.63,95,7,0
476,12965.0,771.91,109,88,0
477,12966.0,160.18,10,9,0
478,12967.0,1660.9,19,357,1
479,12968.0,135.95,5,111,0
480,12970.0,452.24,151,6,0
481,12971.0,11189.91,305,3,0
482,12974.0,144.8,8,197,1
483,12976.0,738.6,22,211,1
484,12977.0,39.239999999999995,9,155,1
485,12980.0,7374.900000000001,20,157,1
486,12981.0,372.21999999999997,20,29,0
487,12982.0,390.54,28,242,1
488,12984.0,97.5,4,18,0
489,12985.0,1239.38,76,0,0
490,12987.0,558.7,28,73,0
491,12988.0,535.32,92,291,1
492,12989.0,6924.110000000001,64,2,0
493,12990.0,409.5,13,30,0
494,12991.0,503.76,31,22,0
495,12993.0,414.76,27,22,0
496,12994.0,974.4200000000001,61,3,0
497,12995.0,211.32,3,84,0
498,12997.0,1226.89,59,21,0
499,12999.0,455.88,28,195,1
500,13000.0,534.85,31,106,0
501,13001.0,9818.82,339,3,0
502,13002.0,120.94999999999999,7,317,1
503,13003.0,149.05,6,105,0
504,13004.0,5655.91,404,11,0
505,13005.0,513.7,26,173,1
506,13006.0,81.57,4,55,0
507,13008.0,229.46999999999997,14,322,1
508,13011.0,50.550000000000004,3,371,1
509,13012.0,1661.8400000000001,89,8,0
510,13013.0,4810.9400000000005,219,0,0
511,13014.0,3466.2799999999997,109,10,0
512,13015.0,3346.28,176,52,0
513,13016.0,789.89,47,72,0
514,13017.0,204.0,1,6,0
515,13018.0,7277.7,458,15,0
516,13021.0,2616.38,131,3,0
517,13023.0,689.9,40,63,0
518,13026.0,975.36,40,0,0
519,13027.0,6912.0,26,113,0
520,13028.0,661.3199999999999,45,22,0
521,13029.0,1247.5,10,30,0
522,13030.0,799.48,99,10,0
523,13032.0,1010.18,71,51,0
524,13033.0,190.55,11,356,1
525,13034.0,642.77,37,54,0
526,13035.0,921.88,27,73,0
527,13037.0,881.07,48,137,0
528,13038.0,908.46,28,79,0
529,13040.0,676.99,43,8,0
530,13043.0,516.42,13,272,1
531,13044.0,560.47,33,290,1
532,13045.0,305.28000000000003,18,98,0
533,13046.0,629.31,35,30,0
534,13047.0,3237.54,172,31,0
535,13048.0,1835.91,136,13,0
536,13049.0,656.6800000000001,14,63,0
537,13050.0,5836.86,403,14,0
538,13052.0,348.15000000000003,18,211,1
539,13055.0,1214.41,76,77,0
540,13058.0,271.40000000000003,8,24,0
541,13059.0,183.4,8,249,1
542,13060.0,307.53,15,253,1
543,13061.0,248.61,10,71,0
544,13062.0,346.98,11,190,1
545,13064.0,1119.49,69,12,0
546,13065.0,205.86,14,372,1
547,13066.0,470.8,48,23,0
548,13067.0,115.46000000000001,15,81,0
549,13068.0,344.0,2,9,0
550,13069.0,4436.12,425,0,0
551,13070.0,228.8,9,191,1
552,13072.0,177.15,7,266,1
553,13075.0,919.61,22,129,0
554,13077.0,729.27,112,0,0
555,13078.0,12627.94,358,2,0
556,13079.0,220.10000000000002,6,3,0
557,13080.0,58.08,6,178,1
558,13081.0,28337.38,1024,11,0
559,13082.0,3613.63,73,125,0
560,13083.0,303.75,18,3,0
561,13085.0,416.08000000000004,22,157,1
562,13089.0,58825.83,1818,2,2
563,13090.0,8910.82,155,8,0
564,13091.0,345.82,21,27,0
565,13092.0,477.83,25,70,0
566,13093.0,7832.47,159,275,1
567,13094.0,1927.3200000000002,24,20,0
568,13095.0,74.39999999999999,6,70,0
569,13097.0,6010.42,423,32,0
570,13098.0,28882.44,572,0,0
571,13099.0,207.35999999999999,1,98,0
572,13101.0,101.19,8,233,1
573,13102.0,6424.09,304,0,0
574,13103.0,243.94,8,39,0
575,13104.0,1098.48,20,2,0
576,13106.0,76.5,1,132,0
577,13107.0,1531.6200000000001,58,43,0
578,13108.0,350.06,10,372,1
579,13109.0,786.54,47,59,0
580,13110.0,1488.67,145,30,0
581,13113.0,12245.960000000001,200,0,0
582,13115.0,2294.78,120,11,0
583,13116.0,501.14,30,137,0
584,13117.0,984.91,76,21,0
585,13118.0,1197.81,79,19,0
586,13120.0,30.599999999999998,1,238,1
587,13121.0,283.73,50,268,1
588,13122.0,922.39,55,93,0
589,13124.0,3866.33,235,89,0
590,13126.0,2099.64,140,4,0
591,13127.0,259.17,15,77,0
592,13130.0,64.0,2,93,0
593,13131.0,1073.3,44,22,0
594,13132.0,77.3,3,261,1
595,13133.0,109.8,7,273,1
596,13134.0,1793.58,98,85,0
597,13135.0,3096.0,1,196,1
598,13136.0,2607.61,127,55,0
599,13137.0,3650.41,704,10,0
600,13138.0,962.39,63,21,0
601,13139.0,5064.94,170,15,0
602,13140.0,423.72,46,107,0
603,13141.0,2388.75,135,84,0
604,13142.0,307.09,23,18,0
605,13144.0,110.95,3,332,1
606,13145.0,618.52,6,39,0
607,13146.0,228.91,17,25,0
608,13147.0,712.8000000000001,4,9,0
609,13148.0,3707.12,319,28,0
610,13149.0,1676.06,86,13,0
611,13151.0,1257.8700000000001,74,295,1
612,13153.0,486.22,15,5,0
613,13155.0,971.76,85,32,0
614,13157.0,1741.22,87,48,0
615,13158.0,1201.06,79,94,0
616,13159.0,1437.85,121,8,0
617,13160.0,91.8,4,21,0
618,13161.0,112.75,8,312,1
619,13162.0,1688.29,79,121,0
620,13165.0,1021.48,42,45,0
621,13166.0,417.2,41,282,1
622,13167.0,791.33,65,18,0
623,13168.0,1319.19,131,35,0
624,13169.0,712.88,13,63,0
625,13170.0,116.00999999999999,32,26,0
626,13171.0,468.41,46,21,0
627,13173.0,353.65,43,3,0
628,13174.0,2817.03,314,15,0
629,13176.0,492.84,72,45,0
630,13177.0,282.45,17,64,0
631,13178.0,5725.47,265,25,0
632,13182.0,121.18,11,44,0
633,13183.0,3957.78,94,7,0
634,13184.0,1701.29,181,14,0
635,13185.0,71.4,1,267,1
636,13186.0,1575.89,79,39,0
637,13187.0,236.02,37,336,1
638,13188.0,114.60000000000001,2,10,0
639,13189.0,260.68,29,18,0
640,13192.0,911.94,63,94,0
641,13193.0,117.88,29,60,0
642,13194.0,60.7,3,135,0
643,13196.0,1797.78,110,10,0
644,13198.0,3401.2400000000002,226,9,0
645,13199.0,9817.12,119,3,0
646,13200.0,870.09,46,18,0
647,13203.0,869.46,57,9,0
648,13207.0,250.26000000000002,8,14,0
649,13208.0,1223.9,149,58,0
650,13209.0,5891.61,321,29,0
651,13210.0,353.48,22,93,0
652,13211.0,1197.42,56,9,0
653,13212.0,788.08,142,19,0
654,13213.0,1520.58,90,56,0
655,13216.0,333.74,5,267,1
656,13217.0,533.98,4,121,0
657,13218.0,62.63999999999999,5,126,0
658,13220.0,819.2900000000001,21,77,0
659,13221.0,847.41,66,239,1
660,13223.0,163.20000000000002,5,199,1
661,13224.0,2155.95,108,59,0
662,13225.0,6463.84,32,2,0
663,13226.0,108.21000000000001,16,272,1
664,13227.0,257.7,9,201,1
665,13228.0,358.0,2,80,0
666,13229.0,160.95,10,225,1
667,13230.0,2806.97,611,3,0
668,13232.0,1357.6,207,12,0
669,13233.0,605.12,43,73,0
670,13235.0,1031.07,58,211,1
671,13236.0,744.85,36,24,0
672,13238.0,700.73,31,16,0
673,13239.0,329.56,21,261,1
674,13240.0,663.65,67,95,0
675,13242.0,270.40000000000003,13,111,0
676,13243.0,600.07,58,202,1
677,13244.0,121.74000000000001,27,92,0
678,13245.0,430.5,16,50,0
679,13246.0,1987.3,141,17,0
680,13247.0,501.12,25,17,0
681,13248.0,465.68,26,124,0
682,13249.0,711.41,23,91,0
683,13253.0,1030.4,36,156,1
684,13255.0,399.51,13,8,0
685,13258.0,698.58,38,11,0
686,13259.0,292.32,87,61,0
687,13260.0,557.62,8,60,0
688,13261.0,944.1,9,268,1
689,13262.0,200.29,11,262,1
690,13263.0,7454.07,1677,0,0
691,13265.0,2107.66,91,52,0
692,13266.0,3834.2599999999998,187,10,0
693,13267.0,4521.49,211,2,0
694,13268.0,3214.69,440,17,0
695,13269.0,5346.2300000000005,316,0,0
696,13270.0,590.0,1,365,1
697,13271.0,217.38,96,36,0
698,13272.0,276.56,15,30,0
699,13273.0,138.98,16,112,0
700,13276.0,590.9300000000001,30,63,0
701,13277.0,258.4,8,15,0
702,13278.0,542.73,46,40,0
703,13279.0,137.75,9,77,0
704,13280.0,814.86,85,121,0
705,13282.0,1132.14,37,17,0
706,13283.0,93.66,7,59,0
707,13284.0,201.19,13,330,1
708,13285.0,2709.12,187,22,0
709,13291.0,361.11,42,155,1
710,13292.0,578.9399999999999,31,38,0
711,13294.0,873.74,54,189,1
712,13295.0,201.20000000000002,10,359,1
713,13296.0,87.4,5,136,0
714,13297.0,2089.85,59,7,0
715,13298.0,360.0,2,0,0
716,13299.0,142.5,5,267,1
717,13300.0,371.89,20,168,1
718,13301.0,618.09,81,103,0
719,13302.0,63.75,1,154,1
720,13304.0,300.42,21,350,1
721,13305.0,2000.86,81,3,0
722,13307.0,15.0,1,119,0
723,13308.0,1385.51,54,22,0
724,13309.0,1456.79,107,6,0
725,13310.0,1132.03,72,27,0
726,13311.0,598.57,26,3,0
727,13313.0,1555.32,78,21,0
728,13314.0,775.94,62,1,0
729,13316.0,5977.7300000000005,87,36,0
730,13317.0,2273.68,124,65,0
731,13318.0,640.76,20,0,0
732,13319.0,10845.550000000001,476,4,0
733,13320.0,1548.7,106,77,0
734,13321.0,567.36,11,71,0
735,13322.0,199.48000000000002,25,16,0
736,13323.0,787.85,21,2,0
737,13324.0,7121.95,75,35,0
738,13325.0,675.3,12,81,0
739,13327.0,3627.77,108,38,0
740,13328.0,1308.48,17,315,1
741,13329.0,789.0,17,31,0
742,13330.0,1140.93,53,92,0
743,13332.0,350.9,21,13,0
744,13334.0,3536.82,268,81,0
745,13336.0,795.12,51,76,0
746,13338.0,487.02,19,157,1
747,13339.0,860.12,54,200,1
748,13340.0,10736.48,134,44,0
749,13341.0,775.85,42,260,1
750,13343.0,353.43,19,177,1
751,13344.0,2543.72,119,67,0
752,13345.0,389.5,20,287,1
753,13347.0,341.36,8,69,0
754,13348.0,233.76,14,63,0
755,13349.0,247.32,16,10,0
756,13350.0,979.12,40,15,0
757,13351.0,373.94,16,65,0
758,13352.0,397.97999999999996,24,59,0
759,13354.0,743.53,51,70,0
760,13355.0,674.7,32,121,0
761,13356.0,768.24,42,79,0
762,13357.0,609.95,90,256,1
763,13358.0,439.03,29,268,1
764,13359.0,439.56,23,63,0
765,13362.0,3090.7400000000002,166,8,0
766,13363.0,992.5,60,17,0
767,13364.0,134.95999999999998,10,70,0
768,13365.0,2225.37,128,33,0
769,13366.0,56.160000000000004,1,49,0
770,13368.0,623.4,29,256,1
771,13369.0,308.28000000000003,14,365,1
772,13370.0,754.87,39,371,1
773,13372.0,378.64,23,89,0
774,13373.0,3312.25,158,60,0
775,13375.0,778.65,37,88,0
